treat;selection;outcome
1;1;1.704748092
0;0;0
1;1;2.302585093
0;0;0
1;0;0
1;1;1.989243274
0;0;0
0;1;2.120263536
0;1;2.014903021
1;1;1.945910149
0;1;1.704748092
1;0;0
1;1;2.669599015
1;1;2.995732274
0;1;1.791759469
1;0;0
0;1;1.791759469
1;0;0
1;0;0
1;0;0
0;1;2.266957915
1;1;1.532476871
1;1;1.754659962
1;1;1.831970243
1;1;1.909542505
1;0;0
0;1;1.749199855
1;1;2.96587931
0;1;2.251291799
1;1;1.945910149
1;1;2.085672091
0;0;0
0;0;0
1;1;2.033596421
1;0;0
1;0;0
1;1;2.079441542
0;1;1.525541635
1;0;0
1;1;2.12704052
0;1;1.945910149
1;0;0
1;1;2.197224577
0;0;0
1;0;0
0;0;0
1;0;0
1;0;0
0;1;2.140066163
0;1;2.047692843
1;1;3.16758253
0;1;3.124565145
1;1;2.002480501
1;1;2.197224577
1;0;0
0;1;1.945910149
0;1;1.704748092
0;0;0
1;1;2.31583032
0;0;0
1;1;2.197224577
1;0;0
0;0;0
1;1;2.079441542
1;1;2.917770732
1;0;0
1;1;1.751568589
1;0;0
0;0;0
1;1;1.740466175
1;1;2.140066163
0;1;1.791759469
1;1;1.966112856
0;0;0
0;1;1.808288771
0;0;0
1;0;0
1;1;2.349637637
1;1;1.945910149
1;1;2.079441542
1;1;2.014903021
1;1;1.360976553
1;0;0
0;0;0
0;1;1.945910149
1;1;2.302585093
1;1;1.832581464
1;1;1.808288771
1;1;2.197224577
0;1;0
1;1;1.694831353
0;1;2.197224577
1;1;2.098017927
1;0;0
1;1;2.014903021
1;0;0
0;0;0
1;1;1.727220948
0;0;0
1;1;1.791759469
0;1;2.140066163
1;0;0
0;1;1.945910149
1;0;0
0;1;2.189416395
1;1;2.047692843
0;0;0
1;0;0
1;1;2.094945728
1;1;2.397895273
0;0;0
0;0;0
0;0;0
1;0;0
1;1;2.397895273
1;1;3.044522438
1;0;0
1;1;2.1102132
0;1;1.928618652
1;1;2.302585093
1;1;1.871802177
0;1;1.774952351
1;1;1.619388243
0;0;0
0;0;0
1;1;2.277370235
0;1;1.871802177
1;1;1.945910149
0;1;2.014903021
0;1;2.48823444
1;1;1.889822164
1;1;2.186051277
1;1;2.140066163
0;0;0
1;1;2.38416508
1;1;1.871802177
0;1;-0.182321557
1;0;0
1;0;0
1;1;2.014903021
1;1;1.909542505
0;1;2.079441542
1;1;1.736951233
1;1;1.791759469
1;1;1.945910149
0;0;0
0;1;2.302585093
1;1;1.945910149
0;1;1.791759469
0;1;2.058388132
1;1;2.302585093
1;0;0
0;1;1.638996715
0;1;1.853168097
0;1;2.772588722
1;1;1.749199855
1;1;2.33698652
0;1;2.162172939
1;1;1.791759469
1;1;1.853153618
1;0;0
0;1;1.638996715
0;1;2.184802057
1;1;2.327277706
1;0;0
1;1;2.302585093
1;0;0
1;1;1.550554449
0;0;0
0;1;1.967112357
0;1;2.079441542
0;0;0
0;0;0
0;0;0
1;0;0
0;1;1.727220948
0;0;0
0;1;1.909542505
1;0;0
0;0;0
1;1;1.791759469
0;1;1.807492039
1;1;2.140066163
0;1;2.195916533
1;0;0
1;1;2.442347035
0;1;2.62877702
0;0;0
0;1;2.670309873
1;0;0
1;1;0.328504067
1;1;1.945910149
0;1;2.339880878
1;1;1.868949108
1;0;0
0;0;0
0;1;2.606386547
0;1;2.197224577
1;1;2.362638977
1;0;0
0;1;1.609437912
0;0;0
0;0;0
1;1;1.981001469
1;1;2.213753879
1;1;1.686398954
1;1;1.832581464
1;1;2.442347035
0;0;0
0;1;2.505525937
1;0;0
1;1;0
0;1;2.602689685
0;1;2.397895273
1;1;2.1102132
1;0;0
1;1;2.351375257
1;1;1.95160817
0;1;2.525728644
1;1;2.302585093
0;1;2.420368129
0;0;0
1;0;0
0;1;2.079441542
1;0;0
0;1;2.1102132
0;0;0
1;1;2.397895273
0;1;2.351375257
0;0;0
1;1;2.140066163
0;1;1.791759469
0;0;0
0;1;1.927489795
1;1;1.791759469
1;0;0
0;1;1.871802177
1;1;1.749199855
0;0;0
0;0;0
0;0;0
0;0;0
1;1;1.832581464
1;1;2.079441542
0;1;1.871802177
0;1;2.079441542
0;1;2.213753879
0;1;1.609437912
1;0;0
1;0;0
1;0;0
0;1;2.085672091
0;0;0
0;1;2.302585093
1;0;0
1;1;1.924248652
1;1;2.122261539
0;0;0
1;0;0
0;1;2.047692843
1;1;1.791759469
1;1;1.743968805
1;1;1.658228077
1;1;2.140066163
0;1;2.191653532
1;1;2.140066163
0;1;2.301584593
0;1;2.302585093
1;1;2.251291799
1;1;2.055404964
0;1;1.704748092
1;1;1.945910149
0;1;1.658228077
0;1;1.731655545
1;0;0
1;1;2.406194076
1;0;0
0;1;2.107100281
0;1;1.909542505
1;1;2.1102132
1;1;2.525728644
1;0;0
1;1;2.708050201
0;0;0
1;1;2.079441542
0;1;1.638996715
1;1;1.609437912
1;1;2.602689685
1;0;0
0;0;0
1;1;1.950999219
1;1;1.704748092
1;1;1.78339122
0;1;3.547379892
1;0;0
1;1;2.014903021
1;1;1.85629799
0;0;0
0;0;0
0;0;0
1;1;1.945910149
0;1;2.014903021
1;0;0
1;1;2.140066163
0;0;0
1;1;2.147426858
1;1;2.201659174
1;0;0
1;1;2.174751721
0;1;2.079441542
1;0;0
1;1;1.731655545
0;0;0
1;1;1.993038312
1;0;0
1;1;0.693147181
0;1;1.909542505
1;1;1.791759469
0;0;0
0;0;0
1;1;2.079441542
1;1;1.714798428
1;0;0
1;1;1.871802177
1;1;1.791759469
1;0;0
1;1;2.014903021
0;1;1.708514932
1;1;1.636602595
1;0;0
0;0;0
1;1;1.949400679
1;1;2.564949357
1;0;0
0;1;1.85629799
1;1;1.667706821
0;1;2.109000344
0;0;0
0;1;1.695615609
1;1;2.708050201
0;1;2.079441542
1;1;2.802608784
1;0;0
1;0;0
1;0;0
1;0;0
0;0;0
1;1;2.525728644
1;1;1.791759469
0;1;1.981001469
0;0;0
1;1;1.704748092
0;0;0
0;0;0
1;1;1.749199855
1;1;1.909542505
1;1;0
1;1;1.971997484
1;1;2.302585093
0;0;0
0;1;2.004285473
0;0;0
0;0;0
1;1;2.008214032
0;1;1.609437912
1;1;1.871802177
0;0;0
1;1;3.336658861
0;1;2.079441542
0;1;2.592265168
1;0;0
0;1;1.704748092
1;0;0
1;0;0
0;1;2.48490665
1;0;0
1;0;0
0;1;1.658228077
0;1;2.302585093
0;0;0
1;1;2.169851526
0;1;2.708050201
1;1;2.123458427
0;1;2.407945609
1;0;0
1;1;1.791759469
1;1;1.816452082
1;1;1.832581464
0;0;0
1;0;0
1;1;1.658228077
0;1;1.974081026
1;0;0
0;1;1.791759469
0;0;0
1;0;0
1;0;0
1;0;0
1;0;0
1;0;0
1;0;0
0;0;0
0;0;0
1;1;2.674148649
1;1;1.673976434
0;0;0
1;0;0
0;0;0
0;0;0
1;0;0
1;1;1.816452082
1;1;2.1690537
1;0;0
0;1;1.808288771
0;0;0
0;0;0
1;1;2.302585093
0;1;1.132745295
1;1;1.677096561
0;0;0
0;0;0
0;1;1.945910149
1;1;1.928618652
0;0;0
0;1;2.251291799
1;0;0
1;1;2.014903021
1;0;0
1;0;0
1;0;0
0;0;0
1;1;2.446685437
0;0;0
1;1;2.708050201
1;1;1.986732144
0;1;1.648658626
1;1;2.079441542
1;0;0
1;1;1.945910149
1;1;2.251291799
1;1;2.197224577
0;0;0
1;1;2.079441542
0;0;0
1;1;2.005493646
0;1;1.961658506
1;0;0
1;1;2.140066163
0;1;1.832581464
1;1;1.871802177
0;1;1.945910149
0;1;1.749199855
0;1;2.096227327
1;1;1.749199855
1;1;1.978239036
0;1;2.287471455
1;1;2.213753879
1;0;0
0;1;1.937941979
0;1;2.121205686
0;0;0
1;1;1.609437912
0;1;1.981001469
1;0;0
1;1;2.079441542
0;1;1.945910149
1;1;1.87946505
1;0;0
0;0;0
1;0;0
1;0;0
0;1;1.791759469
0;1;2.014903021
1;0;0
1;0;0
0;1;2.014903021
1;1;2.1690537
1;1;2.48490665
1;1;2.248614095
1;0;0
1;1;2.128231706
0;1;1.774952351
1;1;1.945910149
0;1;2.327277706
1;0;0
0;0;0
1;1;2.995732274
1;1;1.91839212
0;1;2.164963715
1;1;1.967112357
1;1;2.493205453
1;1;2.246014742
1;0;0
0;0;0
1;1;1.815289967
0;0;0
0;1;1.466337069
1;1;2.014903021
0;1;0
0;0;0
1;1;1.638996715
1;0;0
0;1;2.63905733
0;1;2.327277706
1;0;0
1;1;1.791759469
0;0;0
1;1;1.882513832
1;1;1.908286223
0;1;2.590267165
1;1;2.623056988
0;0;0
1;1;2.913256052
1;0;0
1;1;2.122261539
1;0;0
1;0;0
1;1;1.766441661
0;1;2.214574216
1;1;1.609437912
0;1;1.985588633
1;1;1.791759469
0;1;2.302585093
1;1;2.374905755
1;0;0
0;0;0
0;0;0
0;0;0
1;1;2.327277706
1;1;2.232315897
1;0;0
1;1;2.104134154
1;0;0
0;0;0
1;0;0
0;1;2.197224577
1;1;1.945910149
0;1;1.658228077
0;0;0
0;1;1.609437912
0;1;2.060513532
1;0;0
1;0;0
1;1;1.638996715
0;1;2.140066163
1;1;1.749199855
1;1;2.079441542
1;0;0
0;1;1.945910149
1;1;2.351375257
1;1;1.704748092
1;1;2.186068948
1;1;2.590267165
1;1;2.302585093
0;0;0
1;1;1.936941479
0;1;1.791759469
1;1;2.407945609
0;0;0
1;1;1.791759469
0;1;2.302585093
1;0;0
1;1;1.638996715
1;1;2.224623552
1;1;1.945910149
0;1;1.832581464
0;1;2.140066163
1;1;2.197224577
1;1;2.714694744
0;0;0
0;0;0
1;0;0
1;0;0
1;1;1.658228077
0;1;1.871802177
1;1;2.140066163
1;1;2.823163008
1;0;0
0;0;0
1;0;0
1;0;0
0;0;0
1;1;1.832581464
0;0;0
1;0;0
0;1;2.26336438
0;1;2.079441542
1;0;0
1;1;1.945910149
1;1;2.302585093
1;0;0
0;1;2.397895273
0;1;1.791759469
1;0;0
1;1;2.090628731
0;0;0
1;0;0
0;1;2.302585093
1;1;1.936009078
0;0;0
1;1;2.041220329
1;0;0
1;0;0
1;0;0
1;1;1.948763218
0;1;2.302585093
1;0;0
1;0;0
1;1;1.791759469
0;1;2.799108932
1;1;1.704748092
0;1;1.704748092
1;0;0
1;1;1.791759469
1;0;0
1;1;2.002480501
0;1;2.179982771
1;0;0
1;1;2.060513532
1;1;2.327277706
1;1;2.656756907
1;1;2.63188884
0;0;0
1;1;1.791759469
0;0;0
1;1;1.832581464
0;1;1.832581464
1;1;2.756840365
1;1;1.871802177
0;0;0
1;1;2.302585093
0;1;1.658228077
0;1;1.810108608
1;1;2.079441542
1;1;2.104134154
0;1;1.832581464
0;1;2.055404964
1;1;2.397895273
0;0;0
1;0;0
1;1;2.145931283
0;0;0
0;0;0
1;0;0
1;1;1.816452082
0;1;1.981001469
0;0;0
0;1;1.609437912
1;1;1.791759469
1;0;0
1;1;2.525728644
1;1;1.909542505
1;1;1.832581464
0;1;2.173614712
1;1;1.126011263
0;1;2.833213344
0;0;0
1;1;1.981001469
1;0;0
0;0;0
1;1;0
1;1;1.749199855
1;1;2.602689685
0;1;2.277267285
0;0;0
0;1;1.808912548
1;0;0
1;0;0
0;0;0
1;1;1.945910149
1;1;2.00148
0;0;0
0;0;0
1;0;0
0;1;2.098017927
0;0;0
1;1;2.014903021
0;1;2.941803932
1;1;1.669731901
1;0;0
1;0;0
0;0;0
0;1;2.047692843
0;1;1.909542505
1;1;3.064725145
1;0;0
1;0;0
0;1;2.140066163
1;1;2.197224577
0;0;0
1;0;0
0;0;0
0;0;0
1;1;1.791759469
1;1;2.079441542
1;1;1.832581464
1;1;2.302585093
1;1;2.302585093
0;1;1.609437912
1;1;2.299580584
1;1;2.314513664
0;0;0
1;1;1.871802177
0;0;0
1;1;2.944438979
0;1;1.667706821
1;1;2.079441542
1;1;1.893745194
1;0;0
0;0;0
1;1;1.791759469
1;0;0
0;0;0
1;0;0
1;1;1.945910149
0;0;0
0;0;0
0;0;0
1;1;1.612290981
0;0;0
1;1;1.832581464
1;0;0
1;0;0
1;1;2.140066163
0;1;2.348409085
1;0;0
1;1;2.043073898
0;0;0
0;1;1.791759469
1;1;2.890371758
0;0;0
1;0;0
1;1;2.079441542
0;1;2.598979106
0;1;1.871802177
0;1;2.079441542
1;1;2.1102132
1;1;2.079441542
0;1;1.871802177
1;0;0
1;0;0
0;0;0
1;0;0
1;1;0
0;1;2.411439498
1;1;2.351375257
0;1;2.708050201
1;1;2.079441542
1;1;1.871802177
1;1;1.899117988
0;0;0
1;1;1.791759469
1;0;0
1;0;0
1;1;1.704748092
1;1;2.094276608
0;1;1.84582669
1;1;1.791759469
0;0;0
0;0;0
1;0;0
1;1;1.414881818
0;0;0
1;0;0
1;0;0
0;1;1.749199855
1;0;0
1;1;1.791759469
1;1;1.686398954
1;1;2.1690537
0;0;0
1;1;1.791759469
1;1;2.235376343
0;1;1.945910149
1;1;2.368084691
1;1;2.351375257
1;0;0
0;0;0
0;0;0
1;1;1.945910149
1;1;2.277267285
1;1;2.140066163
0;1;2.424632527
0;0;0
1;0;0
0;1;2.545531272
1;1;1.704748092
1;1;2.021503416
0;1;2.197224577
1;1;2.238046572
0;0;0
0;1;2.251291799
1;1;2.48490665
1;1;2.079441542
1;1;2.845309359
1;0;0
0;0;0
1;0;0
1;0;0
1;1;1.509354454
0;0;0
0;0;0
0;1;-1.386294361
1;1;1.832581464
1;1;1.791759469
1;1;2.442347035
1;0;0
0;1;2.32238772
1;1;1.731655545
1;0;0
1;0;0
0;1;2.105528876
1;0;0
1;0;0
1;0;0
0;0;0
1;1;0
1;1;2.302585093
0;1;2.061901757
1;0;0
1;0;0
0;1;2.051270665
1;1;2.491827093
1;1;3.021887231
1;1;2.005525859
1;1;0
1;0;0
1;1;1.455287233
0;1;1.791759469
1;0;0
0;0;0
0;1;2.406043801
1;1;1.871802177
1;1;2.523225514
1;1;2.621038824
0;1;1.791759469
1;1;1.749199855
0;1;1.8017098
1;1;2.079441542
1;0;0
1;1;2.48490665
0;1;2.302585093
1;0;0
0;0;0
0;0;0
1;0;0
1;1;2.041983979
0;1;2.207274913
1;1;2.079441542
1;1;2.014903021
1;0;0
1;1;1.791759469
1;1;1.534714366
0;0;0
1;1;1.268280352
1;1;2.014903021
1;1;2.351375257
1;1;2.912836497
1;0;0
0;1;0.75612198
0;0;0
0;1;1.945910149
1;1;2.436116486
1;0;0
1;0;0
1;1;2.079441542
1;1;1.994700313
1;0;0
1;1;1.638996715
1;0;0
0;1;2.302585093
1;1;2.49732917
0;1;1.704748092
0;1;1.832581464
0;1;2.219203484
1;1;2.495681723
0;0;0
0;0;0
1;1;2.034705648
0;0;0
1;1;1.864080131
0;1;2.197224577
0;0;0
0;0;0
1;0;0
1;0;0
1;1;1.871802177
0;1;2.237344571
0;0;0
1;0;0
1;1;2.140066163
1;1;0.867500568
1;1;1.816452082
1;0;0
0;1;1.922787732
0;1;2.064913441
1;1;2.079441542
1;0;0
1;1;1.705977116
1;1;2.048982334
0;1;2.48490665
1;1;2.48490665
0;0;0
0;1;2.525728644
1;1;2.076938411
0;1;2.029718106
1;1;1.871802177
0;0;0
0;0;0
0;0;0
1;1;1.681838262
0;0;0
0;1;2.844909384
0;1;1.832581464
1;1;1.832581464
1;1;2.302585093
0;0;0
0;1;2.079441542
1;0;0
0;1;1.658228077
0;0;0
0;1;2.165442015
1;1;2.397895273
1;1;2.302585093
0;1;2.197224577
0;1;2.047692843
0;1;1.683329528
1;1;1.817846804
1;1;2.397895273
1;0;0
1;0;0
1;1;1.816452082
0;0;0
1;1;2.374905755
1;1;1.99997737
1;0;0
1;1;1.386294361
0;0;0
1;1;2.079441542
0;1;2.079441542
1;0;0
0;0;0
0;1;2.014903021
1;0;0
0;1;2.079441542
1;0;0
1;0;0
0;0;0
1;1;2.302585093
1;0;0
0;0;0
1;1;2.014903021
1;0;0
0;1;2.517696473
1;1;1.871802177
1;1;2.131440258
1;1;2.079441542
1;1;2.525728644
1;0;0
1;0;0
0;1;2.282382386
1;1;1.791759469
0;1;2.098017927
1;1;2.142620443
1;0;0
1;0;0
0;1;2.014903021
1;0;0
0;0;0
1;1;1.731655545
0;1;1.560647748
0;0;0
1;0;0
0;0;0
1;1;2.140066163
1;0;0
1;0;0
0;0;0
1;0;0
1;1;1.686398954
0;1;1.998443986
0;0;0
1;1;2.277267285
0;0;0
0;0;0
1;0;0
0;1;2.079441542
1;1;2.293746144
1;0;0
0;1;2.014903021
0;1;2.008214032
1;0;0
1;0;0
1;0;0
1;1;2.079441542
1;1;2.397895273
0;0;0
1;0;0
0;1;1.871802177
1;0;0
1;0;0
1;0;0
1;0;0
0;0;0
0;0;0
0;1;2.140066163
0;1;2.104134154
0;0;0
1;0;0
1;0;0
0;1;1.950186706
1;1;1.004402752
0;1;2.045108863
1;1;2.079441542
1;1;2.1102132
0;0;0
0;0;0
1;1;1.791759469
1;1;2.014903021
1;1;1.832581464
1;1;1.391281903
0;1;1.909542505
1;1;1.704748092
0;1;2.066862759
1;1;2.079441542
0;1;1.791759469
1;0;0
1;1;1.791759469
1;1;0.223143551
0;0;0
1;1;2.369494422
1;1;1.981001469
0;0;0
0;1;1.638996715
1;0;0
1;0;0
0;0;0
1;0;0
1;1;2.140066163
1;1;1.638996715
1;0;0
1;1;1.945910149
1;0;0
1;1;1.187443502
1;1;2.07819076
1;1;2.48490665
1;1;1.871802177
1;0;0
1;0;0
0;1;1.791759469
1;0;0
0;1;1.945910149
1;1;1.791759469
1;1;2.014903021
1;1;2.140066163
1;1;2.708050201
1;1;1.686398954
1;0;0
1;1;1.994700313
0;1;1.891604804
0;0;0
0;1;1.832581464
0;0;0
0;1;2.302585093
1;0;0
0;0;0
1;0;0
1;0;0
0;0;0
1;0;0
1;0;0
1;0;0
0;0;0
1;0;0
1;1;2.397895273
1;1;2.1690537
1;1;1.203972804
1;1;1.677096561
0;1;2.079441542
1;1;1.871802177
1;0;0
1;0;0
0;1;2.917770732
0;1;2.079441542
1;0;0
1;1;1.791759469
1;1;2.014903021
1;0;0
1;1;2.261763098
1;1;1.791759469
0;1;1.917509116
0;0;0
1;1;2.24066055
1;1;1.791759469
0;0;0
0;1;1.791759469
1;0;0
0;1;2.197224577
1;1;3.295836866
0;1;1.945910149
0;0;0
1;0;0
0;0;0
0;1;1.981001469
0;0;0
1;0;0
0;0;0
1;1;1.750165572
1;0;0
0;1;2.224623552
0;0;0
1;0;0
0;1;1.821318271
1;1;2.222542385
0;1;2.597491011
1;1;2.35991016
1;1;2.157559321
1;0;0
1;0;0
1;0;0
1;0;0
0;1;1.638996715
0;1;1.909542505
1;0;0
1;1;2.014903021
1;0;0
0;1;2.224623552
1;0;0
0;0;0
0;1;1.945910149
0;0;0
1;0;0
1;0;0
0;1;1.945910149
0;1;1.945910149
0;0;0
0;1;1.977162693
1;0;0
0;0;0
0;1;2.014903021
1;1;1.816452082
1;0;0
0;0;0
1;1;2.014903021
1;1;1.609437912
1;0;0
1;1;1.145132304
1;0;0
0;0;0
1;1;1.945910149
1;1;2.302585093
0;1;2.094945728
1;1;1.967112357
0;1;1.658228077
1;1;2.079441542
0;1;1.667706821
1;1;1.704748092
0;0;0
0;0;0
1;0;0
0;1;2.302585093
0;1;1.791759469
1;0;0
1;0;0
0;0;0
1;0;0
1;1;-0.076961041
1;1;2.098017927
0;1;2.047692843
1;1;2.079441542
1;0;0
1;1;1.945910149
0;1;1.981001469
1;0;0
1;1;2.079441542
1;1;2.122261539
1;0;0
0;0;0
1;1;2.008730161
0;1;2.197224577
0;1;1.977162693
1;0;0
1;1;2.054123734
0;0;0
0;1;1.704748092
0;1;2.014903021
1;0;0
1;0;0
1;1;1.871802177
0;1;1.894616855
1;0;0
0;1;1.864080131
1;1;2.1102132
1;1;3.070609772
0;1;2.373975089
1;0;0
1;1;1.848454813
1;1;1.791759469
1;1;2.564949357
0;0;0
0;1;1.871802177
0;1;1.945910149
1;1;1.987874348
1;1;1.791759469
1;1;1.704748092
0;1;1.638996715
0;0;0
0;1;2.48490665
1;1;2.158773391
0;0;0
1;1;2.079441542
1;1;1.981001469
0;1;1.945910149
1;1;2.244209706
0;1;2.014903021
1;0;0
1;1;3.358637767
0;1;1.740466175
1;0;0
0;1;2.302585093
0;1;1.945910149
1;0;0
1;1;2.275466374
1;0;0
0;0;0
0;1;1.945910149
1;1;2.1690537
1;0;0
0;1;1.981001469
1;1;1.954445052
0;1;1.871802177
1;1;2.174751721
1;1;2.302585093
1;1;2.064327904
0;1;1.871802177
1;1;2.1102132
1;1;1.800058272
0;1;2.140066163
1;0;0
0;0;0
1;1;1.791759469
1;0;0
0;0;0
0;0;0
0;1;2.079441542
1;1;1.791759469
1;1;2.327277706
0;0;0
1;0;0
0;1;1.92506726
1;1;1.832581464
0;0;0
0;0;0
0;0;0
0;1;1.945910149
1;0;0
0;1;2.246014742
1;0;0
1;0;0
1;0;0
1;1;2.847812143
0;1;1.706564623
0;1;2.378619779
0;1;2.047692843
1;0;0
0;1;1.981001469
1;1;2.302585093
1;0;0
0;1;1.016246533
1;1;2.090628731
1;0;0
0;1;1.791759469
0;1;2.48490665
1;1;1.609437912
1;0;0
1;1;1.812378756
0;0;0
0;0;0
1;1;2.089780519
1;1;1.791759469
1;1;1.731655545
0;1;2.079441542
1;1;2.63905733
0;1;1.686398954
1;1;1.945910149
1;0;0
1;0;0
1;1;2.833213344
0;1;1.981001469
0;1;2.256541154
1;1;1.386294361
1;0;0
1;0;0
1;1;0.916290732
1;1;2.302585093
0;1;2.349468679
1;1;1.871802177
1;0;0
0;1;2.224623552
1;1;1.638996715
0;0;0
1;1;2.201659174
0;0;0
1;0;0
1;0;0
1;1;1.581267035
1;1;2.1690537
0;1;2.197224577
1;1;1.714567455
0;1;1.791759469
1;1;2.197224577
1;1;1.809926773
1;0;0
1;1;2.079441542
1;1;2.27469989
1;1;1.931521412
1;1;2.015899472
0;1;1.994700313
0;1;2.48490665
0;0;0
0;1;2.064327904
0;1;2.14710019
0;1;2.079441542
1;0;0
0;0;0
1;0;0
1;0;0
0;1;2.007468042
0;0;0
1;1;1.915224338
1;1;1.967112357
0;1;1.791759469
1;1;2.351375257
1;0;0
0;0;0
1;1;2.302585093
1;1;2.014903021
0;0;0
1;1;2.041220329
1;1;1.871802177
0;0;0
1;1;2.708050201
1;0;0
0;0;0
1;0;0
1;0;0
1;0;0
0;0;0
1;0;0
1;0;0
0;1;1.491654877
1;1;0.510825624
0;1;1.840171633
0;1;1.981001469
1;1;2.620039324
0;1;2.163323026
1;1;2.183801557
1;1;2.442347035
0;0;0
1;1;2.708050201
1;0;0
1;0;0
0;1;2.089391873
1;1;2.48490665
1;1;2.48490665
1;1;2.501435952
1;1;2.089780519
0;1;2.140066163
1;1;2.013568798
0;0;0
0;1;1.749199855
0;0;0
0;1;1.945910149
0;1;2.302585093
1;1;1.874874376
1;0;0
0;1;1.832581464
1;0;0
1;0;0
1;0;0
0;1;1.981001469
1;1;2.397895273
1;1;2.224623552
0;1;2.224623552
1;0;0
1;1;2.343407088
0;1;1.945910149
0;0;0
0;1;1.760576542
0;1;2.054123734
1;1;1.950186706
1;1;1.981001469
1;0;0
1;0;0
1;0;0
0;1;2.014903021
1;0;0
1;0;0
1;0;0
1;0;0
1;0;0
1;1;2.1690537
1;1;1.897119985
0;1;0
1;1;2.302585093
1;0;0
0;1;1.791759469
0;1;2.157559321
1;0;0
1;1;0
0;1;1.85629799
1;1;2.442347035
0;1;1.967112357
1;1;2.163323026
1;1;1.638996715
1;0;0
1;1;2.140066163
0;1;2.251291799
1;1;2.079441542
1;1;1.994700313
0;1;1.386294361
0;1;1.791759469
1;1;2.655406468
1;1;1.871802177
1;0;0
1;1;2.248128907
1;1;2.128231706
1;1;1.609437912
0;0;0
1;1;2.079441542
0;0;0
1;0;0
0;1;1.638996715
0;0;0
1;1;2.00148
0;1;1.907458963
1;1;1.832581464
1;1;2.075527642
0;1;1.871802177
1;1;1.974081026
0;0;0
1;1;0
1;0;0
0;0;0
1;1;2.140161023
0;1;1.832581464
1;1;1.791759469
1;1;0
0;1;1.974081026
0;1;2.287471455
1;0;0
1;0;0
1;1;1.981001469
0;1;1.909542505
1;0;0
1;1;2.014903021
0;1;2.014903021
1;1;1.960094784
1;1;2.079441542
1;1;2.38416508
1;1;2.197224577
1;1;2.302585093
0;1;2.140066163
0;1;1.977535261
0;1;2.48490665
1;0;0
1;1;1.677096561
1;1;1.861754695
0;1;1.749199855
1;1;1.916525077
1;0;0
0;0;0
0;1;2.014903021
0;0;0
1;1;1.835776355
0;0;0
0;0;0
1;1;1.791759469
1;1;2.224623552
1;1;1.909542505
1;1;2.367967852
1;1;2.140066163
1;0;0
1;1;1.945910149
0;1;2.079441542
1;1;1.61655538
1;1;1.609437912
0;0;0
0;0;0
0;1;1.658228077
1;1;1.840549633
0;1;2.312535424
1;1;1.819698838
1;0;0
0;1;1.871802177
1;0;0
1;1;2.540814282
0;1;1.791759469
1;0;0
0;1;1.864080131
1;1;1.871802177
0;0;0
0;0;0
1;1;2.014903021
0;0;0
0;0;0
0;0;0
1;1;1.791759469
0;0;0
1;1;1.609437912
1;0;0
1;0;0
1;1;2.266957915
1;1;1.840549633
0;1;1.638996715
0;1;2.157559321
1;1;1.722766598
0;1;2.995732274
0;1;2.150050492
1;1;1.609437912
0;1;1.981001469
1;0;0
0;1;1.894118256
1;1;2.047692843
0;1;1.894616855
0;1;2.302585093
1;1;2.182674796
1;1;1.945910149
1;1;2.708050201
0;0;0
0;1;1.178654996
0;1;2.995732274
1;1;2.1102132
0;1;1.945910149
0;1;1.945910149
1;0;0
0;1;1.427116356
0;0;0
1;1;2.561095788
0;1;1.897119985
0;1;1.647589678
0;0;0
1;1;2.849453308
1;1;3.401197382
0;0;0
1;0;0
0;0;0
1;0;0
1;1;2.197224577
0;1;1.960094784
1;0;0
0;1;2.00148
1;1;2.079441542
0;0;0
1;1;1.791759469
1;0;0
1;1;2.398803951
1;1;1.185954299
1;1;1.704748092
0;1;2.238046572
1;1;2.054123734
1;1;1.609437912
1;0;0
0;0;0
1;0;0
0;1;2.079441542
1;1;2.054123734
0;1;2.140066163
1;0;0
1;0;0
1;1;2.890371758
1;1;1.638996715
0;1;1.945910149
0;1;2.479894108
1;0;0
0;1;2.098017927
1;1;2.008214032
1;0;0
1;1;2.024193067
1;1;1.871802177
1;0;0
1;0;0
0;1;2.036491991
1;1;2.63905733
1;1;2.140066163
0;0;0
1;1;2.302585093
0;1;1.994700313
1;1;1.871802177
1;1;2.024381764
1;1;2.525728644
0;0;0
0;1;1.791759469
1;0;0
1;0;0
0;0;0
1;0;0
1;1;0.722705983
0;1;1.609437912
1;0;0
0;1;2.197224577
0;1;1.791759469
1;1;2.63905733
1;1;2.014903021
0;0;0
0;1;2.140066163
0;1;2.014903021
1;1;1.943136222
0;1;1.887069649
1;1;3.36729583
1;1;1.832581464
0;1;2.63905733
1;1;2.442347035
1;1;1.857859271
0;0;0
1;1;2.079441542
1;0;0
0;1;2.197224577
1;1;1.945910149
1;1;2.50389195
0;1;1.742219024
1;1;1.638996715
0;0;0
1;1;2.128231706
1;1;2.1102132
1;0;0
1;1;2.079441542
0;1;2.268683541
1;1;2.1102132
0;1;2.099244169
0;0;0
0;0;0
0;0;0
0;1;2.223602356
1;0;0
1;1;1.650259907
1;0;0
1;1;1.638996715
0;1;1.928618652
0;0;0
1;1;1.704748092
1;0;0
1;1;2.075684493
1;0;0
1;1;2.079441542
1;1;1.945910149
0;1;1.704748092
1;0;0
0;1;1.791759469
1;1;1.832581464
1;1;2.1690537
1;1;2.251291799
1;1;2.05282232
0;1;2.047692843
0;1;2.079441542
